
============================================================
[FPGA] ZDMA DDR-to-IP log started at 1781911494
============================================================
[FPGA][INFO] ready version=zcu104-gemma3-q8-zdma-ddr-to-ip-v1 path=dma(default) rows=256 col_beats=32 cols=512 packed_q8=1 max_group_blocks=16 result_words=1024 weight_cache=0 profile_log=1 dma_detail=0 ip_detail=0 detail_every=0 flush_every=256
[FPGA][INFO] msync unsupported for ddr_high source=/dev/uio13(ddr_high,O_SYNC) errno=22 (Invalid argument); continuing with CPU barriers/O_SYNC mapping assumption
[FPGA][MATMUL] tensor=blk.6.ffn_down.weight layer=6 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.246 ip_ms=7.766 total_ms=83.853 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_q.weight layer=7 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.935 ip_ms=1.269 total_ms=13.806 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_k.weight layer=7 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.594 ip_ms=0.317 total_ms=3.558 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_v.weight layer=7 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.317 total_ms=3.442 status=OK
[FPGA][MATMUL] tensor=blk.7.attn_output.weight layer=7 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.624 ip_ms=1.138 total_ms=12.698 status=OK
[FPGA][MATMUL] tensor=blk.7.ffn_gate.weight layer=7 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.074 ip_ms=8.567 total_ms=92.537 status=OK
[FPGA][MATMUL] tensor=blk.7.ffn_up.weight layer=7 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.070 ip_ms=8.581 total_ms=92.976 status=OK
[FPGA][MATMUL] tensor=blk.7.ffn_down.weight layer=7 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.247 ip_ms=7.767 total_ms=83.819 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_q.weight layer=8 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.268 total_ms=13.718 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_k.weight layer=8 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.492 ip_ms=0.317 total_ms=3.444 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_v.weight layer=8 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.318 total_ms=3.426 status=OK
[FPGA][MATMUL] tensor=blk.8.attn_output.weight layer=8 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.134 total_ms=12.715 status=OK
[FPGA][MATMUL] tensor=blk.8.ffn_gate.weight layer=8 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.074 ip_ms=8.561 total_ms=92.663 status=OK
[FPGA][MATMUL] tensor=blk.8.ffn_up.weight layer=8 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.080 ip_ms=8.560 total_ms=92.632 status=OK
[FPGA][MATMUL] tensor=blk.8.ffn_down.weight layer=8 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.232 ip_ms=7.770 total_ms=83.678 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_q.weight layer=9 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.937 ip_ms=1.268 total_ms=13.687 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_k.weight layer=9 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.449 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_v.weight layer=9 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.438 status=OK
[FPGA][MATMUL] tensor=blk.9.attn_output.weight layer=9 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.624 ip_ms=1.136 total_ms=12.706 status=OK
[FPGA][MATMUL] tensor=blk.9.ffn_gate.weight layer=9 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.085 ip_ms=8.562 total_ms=92.432 status=OK
[FPGA][MATMUL] tensor=blk.9.ffn_up.weight layer=9 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.077 ip_ms=8.564 total_ms=92.387 status=OK
[FPGA][MATMUL] tensor=blk.9.ffn_down.weight layer=9 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.247 ip_ms=7.769 total_ms=83.899 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_q.weight layer=10 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.940 ip_ms=1.267 total_ms=13.710 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_k.weight layer=10 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.442 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_v.weight layer=10 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.448 status=OK
[FPGA][MATMUL] tensor=blk.10.attn_output.weight layer=10 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.624 ip_ms=1.136 total_ms=12.747 status=OK
[FPGA][MATMUL] tensor=blk.10.ffn_gate.weight layer=10 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.061 ip_ms=8.566 total_ms=92.519 status=OK
[FPGA][MATMUL] tensor=blk.10.ffn_up.weight layer=10 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.069 ip_ms=8.560 total_ms=92.549 status=OK
[FPGA][MATMUL] tensor=blk.10.ffn_down.weight layer=10 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.241 ip_ms=7.769 total_ms=83.543 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_q.weight layer=11 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.943 ip_ms=1.270 total_ms=13.702 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_k.weight layer=11 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.317 total_ms=3.470 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_v.weight layer=11 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.490 ip_ms=0.316 total_ms=3.427 status=OK
[FPGA][MATMUL] tensor=blk.11.attn_output.weight layer=11 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.629 ip_ms=1.135 total_ms=12.763 status=OK
[FPGA][MATMUL] tensor=blk.11.ffn_gate.weight layer=11 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.087 ip_ms=8.564 total_ms=92.627 status=OK
[FPGA][MATMUL] tensor=blk.11.ffn_up.weight layer=11 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.083 ip_ms=8.561 total_ms=92.765 status=OK
[FPGA][MATMUL] tensor=blk.11.ffn_down.weight layer=11 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.242 ip_ms=7.768 total_ms=83.569 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_q.weight layer=12 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.270 total_ms=13.742 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_k.weight layer=12 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.326 total_ms=3.454 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_v.weight layer=12 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.435 status=OK
[FPGA][MATMUL] tensor=blk.12.attn_output.weight layer=12 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.137 total_ms=12.691 status=OK
[FPGA][MATMUL] tensor=blk.12.ffn_gate.weight layer=12 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.067 ip_ms=8.563 total_ms=92.854 status=OK
[FPGA][MATMUL] tensor=blk.12.ffn_up.weight layer=12 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.067 ip_ms=8.568 total_ms=92.567 status=OK
[FPGA][MATMUL] tensor=blk.12.ffn_down.weight layer=12 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.230 ip_ms=7.765 total_ms=83.319 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_q.weight layer=13 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.267 total_ms=13.748 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_k.weight layer=13 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.488 ip_ms=0.318 total_ms=3.495 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_v.weight layer=13 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.426 status=OK
[FPGA][MATMUL] tensor=blk.13.attn_output.weight layer=13 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.630 ip_ms=1.134 total_ms=12.685 status=OK
[FPGA][MATMUL] tensor=blk.13.ffn_gate.weight layer=13 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.114 ip_ms=8.562 total_ms=92.400 status=OK
[FPGA][MATMUL] tensor=blk.13.ffn_up.weight layer=13 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.070 ip_ms=8.602 total_ms=92.605 status=OK
[FPGA][MATMUL] tensor=blk.13.ffn_down.weight layer=13 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.290 ip_ms=7.769 total_ms=83.563 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_q.weight layer=14 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.940 ip_ms=1.269 total_ms=13.678 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_k.weight layer=14 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.331 total_ms=3.452 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_v.weight layer=14 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.483 ip_ms=0.317 total_ms=3.435 status=OK
[FPGA][MATMUL] tensor=blk.14.attn_output.weight layer=14 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.623 ip_ms=1.135 total_ms=12.728 status=OK
[FPGA][MATMUL] tensor=blk.14.ffn_gate.weight layer=14 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.063 ip_ms=8.559 total_ms=92.503 status=OK
[FPGA][MATMUL] tensor=blk.14.ffn_up.weight layer=14 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.086 ip_ms=8.566 total_ms=92.451 status=OK
[FPGA][MATMUL] tensor=blk.14.ffn_down.weight layer=14 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.247 ip_ms=7.772 total_ms=83.277 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_q.weight layer=15 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.942 ip_ms=1.270 total_ms=13.756 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_k.weight layer=15 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.427 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_v.weight layer=15 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.428 status=OK
[FPGA][MATMUL] tensor=blk.15.attn_output.weight layer=15 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.626 ip_ms=1.135 total_ms=12.737 status=OK
[FPGA][MATMUL] tensor=blk.15.ffn_gate.weight layer=15 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.057 ip_ms=8.569 total_ms=92.576 status=OK
[FPGA][MATMUL] tensor=blk.15.ffn_up.weight layer=15 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.069 ip_ms=8.558 total_ms=92.414 status=OK
[FPGA][MATMUL] tensor=blk.15.ffn_down.weight layer=15 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.241 ip_ms=7.779 total_ms=83.245 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_q.weight layer=16 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.942 ip_ms=1.268 total_ms=13.807 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_k.weight layer=16 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.483 ip_ms=0.317 total_ms=3.461 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_v.weight layer=16 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.316 total_ms=3.424 status=OK
[FPGA][MATMUL] tensor=blk.16.attn_output.weight layer=16 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.137 total_ms=12.745 status=OK
[FPGA][MATMUL] tensor=blk.16.ffn_gate.weight layer=16 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.067 ip_ms=8.563 total_ms=92.468 status=OK
[FPGA][MATMUL] tensor=blk.16.ffn_up.weight layer=16 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.094 ip_ms=8.557 total_ms=92.505 status=OK
[FPGA][MATMUL] tensor=blk.16.ffn_down.weight layer=16 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.244 ip_ms=7.769 total_ms=83.421 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_q.weight layer=17 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.267 total_ms=13.765 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_k.weight layer=17 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.467 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_v.weight layer=17 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.318 total_ms=3.471 status=OK
[FPGA][MATMUL] tensor=blk.17.attn_output.weight layer=17 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.625 ip_ms=1.137 total_ms=12.730 status=OK
[FPGA][MATMUL] tensor=blk.17.ffn_gate.weight layer=17 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.186 ip_ms=8.567 total_ms=92.578 status=OK
[FPGA][MATMUL] tensor=blk.17.ffn_up.weight layer=17 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.069 ip_ms=8.565 total_ms=92.514 status=OK
[FPGA][MATMUL] tensor=blk.17.ffn_down.weight layer=17 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.234 ip_ms=7.768 total_ms=83.526 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_q.weight layer=18 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.949 ip_ms=1.269 total_ms=13.711 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_k.weight layer=18 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.489 ip_ms=0.320 total_ms=3.449 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_v.weight layer=18 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.483 ip_ms=0.317 total_ms=3.449 status=OK
[FPGA][MATMUL] tensor=blk.18.attn_output.weight layer=18 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.628 ip_ms=1.137 total_ms=12.743 status=OK
[FPGA][MATMUL] tensor=blk.18.ffn_gate.weight layer=18 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.071 ip_ms=8.564 total_ms=92.459 status=OK
[FPGA][MATMUL] tensor=blk.18.ffn_up.weight layer=18 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.109 ip_ms=8.564 total_ms=92.585 status=OK
[FPGA][MATMUL] tensor=blk.18.ffn_down.weight layer=18 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.273 ip_ms=7.767 total_ms=83.621 status=OK
[FPGA][MATMUL] tensor=blk.19.attn_q.weight layer=19 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.935 ip_ms=1.267 total_ms=13.805 status=OK
[FPGA][MATMUL] tensor=blk.19.attn_k.weight layer=19 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.318 total_ms=3.444 status=OK
[FPGA][MATMUL] tensor=blk.19.attn_v.weight layer=19 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.318 total_ms=3.432 status=OK
[FPGA][MATMUL] tensor=blk.19.attn_output.weight layer=19 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.631 ip_ms=1.136 total_ms=12.752 status=OK
[FPGA][MATMUL] tensor=blk.19.ffn_gate.weight layer=19 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.071 ip_ms=8.558 total_ms=92.579 status=OK
[FPGA][MATMUL] tensor=blk.19.ffn_up.weight layer=19 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.062 ip_ms=8.556 total_ms=92.674 status=OK
[FPGA][MATMUL] tensor=blk.19.ffn_down.weight layer=19 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.249 ip_ms=7.767 total_ms=83.509 status=OK
[FPGA][MATMUL] tensor=blk.20.attn_q.weight layer=20 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.937 ip_ms=1.270 total_ms=13.721 status=OK
[FPGA][MATMUL] tensor=blk.20.attn_k.weight layer=20 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.317 total_ms=3.424 status=OK
[FPGA][MATMUL] tensor=blk.20.attn_v.weight layer=20 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.318 total_ms=3.426 status=OK
[FPGA][MATMUL] tensor=blk.20.attn_output.weight layer=20 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.136 total_ms=12.755 status=OK
[FPGA][MATMUL] tensor=blk.20.ffn_gate.weight layer=20 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.078 ip_ms=8.565 total_ms=92.404 status=OK
[FPGA][MATMUL] tensor=blk.20.ffn_up.weight layer=20 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.076 ip_ms=8.563 total_ms=92.570 status=OK
[FPGA][MATMUL] tensor=blk.20.ffn_down.weight layer=20 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.243 ip_ms=7.767 total_ms=83.531 status=OK
[FPGA][MATMUL] tensor=blk.21.attn_q.weight layer=21 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.939 ip_ms=1.268 total_ms=13.698 status=OK
[FPGA][MATMUL] tensor=blk.21.attn_k.weight layer=21 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.458 status=OK
[FPGA][MATMUL] tensor=blk.21.attn_v.weight layer=21 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.428 status=OK
[FPGA][MATMUL] tensor=blk.21.attn_output.weight layer=21 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.623 ip_ms=1.135 total_ms=12.748 status=OK
[FPGA][MATMUL] tensor=blk.21.ffn_gate.weight layer=21 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.076 ip_ms=8.568 total_ms=92.434 status=OK
[FPGA][MATMUL] tensor=blk.21.ffn_up.weight layer=21 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.069 ip_ms=8.561 total_ms=92.411 status=OK
[FPGA][MATMUL] tensor=blk.21.ffn_down.weight layer=21 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.252 ip_ms=7.771 total_ms=83.909 status=OK
[FPGA][MATMUL] tensor=blk.22.attn_q.weight layer=22 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.952 ip_ms=1.268 total_ms=13.777 status=OK
[FPGA][MATMUL] tensor=blk.22.attn_k.weight layer=22 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.317 total_ms=3.464 status=OK
[FPGA][MATMUL] tensor=blk.22.attn_v.weight layer=22 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.486 ip_ms=0.317 total_ms=3.440 status=OK
[FPGA][MATMUL] tensor=blk.22.attn_output.weight layer=22 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.627 ip_ms=1.135 total_ms=12.736 status=OK
[FPGA][MATMUL] tensor=blk.22.ffn_gate.weight layer=22 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.070 ip_ms=8.567 total_ms=92.577 status=OK
[FPGA][MATMUL] tensor=blk.22.ffn_up.weight layer=22 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.071 ip_ms=8.569 total_ms=92.355 status=OK
[FPGA][MATMUL] tensor=blk.22.ffn_down.weight layer=22 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.250 ip_ms=7.768 total_ms=83.412 status=OK
[FPGA][MATMUL] tensor=blk.23.attn_q.weight layer=23 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.937 ip_ms=1.268 total_ms=13.708 status=OK
[FPGA][MATMUL] tensor=blk.23.attn_k.weight layer=23 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.318 total_ms=3.430 status=OK
[FPGA][MATMUL] tensor=blk.23.attn_v.weight layer=23 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.485 ip_ms=0.317 total_ms=3.439 status=OK
[FPGA][MATMUL] tensor=blk.23.attn_output.weight layer=23 pos=0 phase=decode M=1 K=1024 N=1152 rows=256 col_beats=32 vpu_runs=10 io_ms=1.626 ip_ms=1.135 total_ms=12.727 status=OK
[FPGA][MATMUL] tensor=blk.23.ffn_gate.weight layer=23 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.073 ip_ms=8.566 total_ms=92.514 status=OK
[FPGA][MATMUL] tensor=blk.23.ffn_up.weight layer=23 pos=0 phase=decode M=1 K=1152 N=6912 rows=256 col_beats=32 vpu_runs=81 io_ms=13.075 ip_ms=8.561 total_ms=92.475 status=OK
[FPGA][MATMUL] tensor=blk.23.ffn_down.weight layer=23 pos=0 phase=decode M=1 K=6912 N=1152 rows=256 col_beats=32 vpu_runs=70 io_ms=11.249 ip_ms=7.771 total_ms=83.456 status=OK
[FPGA][MATMUL] tensor=blk.24.attn_q.weight layer=24 pos=0 phase=decode M=1 K=1152 N=1024 rows=256 col_beats=32 vpu_runs=12 io_ms=1.938 ip_ms=1.271 total_ms=13.702 status=OK
[FPGA][MATMUL] tensor=blk.24.attn_k.weight layer=24 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.487 ip_ms=0.318 total_ms=3.452 status=OK
[FPGA][MATMUL] tensor=blk.24.attn_v.weight layer=24 pos=0 phase=decode M=1 K=1152 N=256 rows=256 col_beats=32 vpu_runs=3 io_ms=0.484 ip_ms=0.318 total_ms=3.430 status=OK
